"","days_list","simulations_id","iso_today","quar_today","inf_today"
"1",0,1,0,0,1
"2",1,1,0,0,1
"3",2,1,0,0,1
"4",3,1,0,0,1
"5",4,1,0,0,1
"6",5,1,1,0,1
"7",6,1,1,8,1
"8",7,1,1,13,1
"9",8,1,1,15,1
"10",9,1,1,16,1
"11",10,1,1,18,1
"12",11,1,1,18,1
"13",12,1,1,18,0
"14",13,1,1,18,0
"15",14,1,1,18,0
"16",15,1,1,18,0
"17",16,1,1,18,0
"18",17,1,1,18,0
"19",18,1,1,18,0
"20",19,1,0,18,0
"21",20,1,0,10,0
"22",21,1,0,5,0
"23",22,1,0,3,0
"24",23,1,0,2,0
"25",24,1,0,0,0
"26",25,1,0,0,0
"27",26,1,0,0,0
"28",27,1,0,0,0
"29",28,1,0,0,0
"30",29,1,0,0,0
"31",30,1,0,0,0
"32",31,1,0,0,0
"33",32,1,0,0,0
"34",33,1,0,0,0
"35",34,1,0,0,0
"36",35,1,0,0,0
"37",36,1,0,0,0
"38",37,1,0,0,0
"39",38,1,0,0,0
"40",39,1,0,0,0
"41",40,1,0,0,0
"42",41,1,0,0,0
"43",42,1,0,0,0
"44",43,1,0,0,0
"45",44,1,0,0,0
"46",45,1,0,0,0
"47",46,1,0,0,0
"48",47,1,0,0,0
"49",48,1,0,0,0
"50",49,1,0,0,0
"51",50,1,0,0,0
"52",51,1,0,0,0
"53",52,1,0,0,0
"54",53,1,0,0,0
"55",54,1,0,0,0
"56",55,1,0,0,0
"57",56,1,0,0,0
"58",57,1,0,0,0
"59",58,1,0,0,0
"60",59,1,0,0,0
"61",60,1,0,0,0
"62",61,1,0,0,0
"63",62,1,0,0,0
"64",63,1,0,0,0
"65",64,1,0,0,0
"66",65,1,0,0,0
"67",66,1,0,0,0
"68",67,1,0,0,0
"69",68,1,0,0,0
"70",69,1,0,0,0
"71",70,1,0,0,0
"72",71,1,0,0,0
"73",72,1,0,0,0
"74",73,1,0,0,0
"75",74,1,0,0,0
"76",75,1,0,0,0
"77",76,1,0,0,0
"78",77,1,0,0,0
"79",78,1,0,0,0
"80",79,1,0,0,0
"81",80,1,0,0,0
"82",81,1,0,0,0
"83",82,1,0,0,0
"84",83,1,0,0,0
"85",84,1,0,0,0
"86",85,1,0,0,0
"87",86,1,0,0,0
"88",87,1,0,0,0
"89",88,1,0,0,0
"90",89,1,0,0,0
"91",90,1,0,0,0
"92",91,1,0,0,0
"93",92,1,0,0,0
"94",93,1,0,0,0
"95",94,1,0,0,0
"96",95,1,0,0,0
"97",96,1,0,0,0
"98",97,1,0,0,0
