"","days_list","simulations_id","iso_today","quar_today","inf_today"
"1",0,2,0,0,1
"2",1,2,0,0,1
"3",2,2,0,0,1
"4",3,2,0,0,1
"5",4,2,0,0,1
"6",5,2,0,0,1
"7",6,2,0,0,2
"8",7,2,1,12,2
"9",8,2,1,18,2
"10",9,2,1,19,2
"11",10,2,1,23,2
"12",11,2,1,25,3
"13",12,2,1,26,3
"14",13,2,1,26,3
"15",14,2,1,26,4
"16",15,2,2,26,5
"17",16,2,4,43,5
"18",17,2,4,57,5
"19",18,2,4,62,5
"20",19,2,4,63,6
"21",20,2,4,66,6
"22",21,2,3,55,7
"23",22,2,4,49,4
"24",23,2,5,64,4
"25",24,2,5,61,4
"26",25,2,5,63,4
"27",26,2,5,65,4
"28",27,2,5,66,4
"29",28,2,5,66,4
"30",29,2,4,66,2
"31",30,2,2,49,2
"32",31,2,2,42,2
"33",32,2,2,41,1
"34",33,2,2,40,1
"35",34,2,2,38,1
"36",35,2,2,39,1
"37",36,2,1,39,1
"38",37,2,1,22,0
"39",38,2,1,21,0
"40",39,2,1,17,0
"41",40,2,1,14,0
"42",41,2,1,13,0
"43",42,2,1,13,0
"44",43,2,1,13,0
"45",44,2,1,13,0
"46",45,2,0,7,0
"47",46,2,0,3,0
"48",47,2,0,3,0
"49",48,2,0,2,0
"50",49,2,0,0,0
"51",50,2,0,0,0
"52",51,2,0,0,0
"53",52,2,0,0,0
"54",53,2,0,0,0
"55",54,2,0,0,0
"56",55,2,0,0,0
"57",56,2,0,0,0
"58",57,2,0,0,0
"59",58,2,0,0,0
"60",59,2,0,0,0
"61",60,2,0,0,0
"62",61,2,0,0,0
"63",62,2,0,0,0
"64",63,2,0,0,0
"65",64,2,0,0,0
"66",65,2,0,0,0
"67",66,2,0,0,0
"68",67,2,0,0,0
"69",68,2,0,0,0
"70",69,2,0,0,0
"71",70,2,0,0,0
"72",71,2,0,0,0
"73",72,2,0,0,0
"74",73,2,0,0,0
"75",74,2,0,0,0
"76",75,2,0,0,0
"77",76,2,0,0,0
"78",77,2,0,0,0
"79",78,2,0,0,0
"80",79,2,0,0,0
"81",80,2,0,0,0
"82",81,2,0,0,0
"83",82,2,0,0,0
"84",83,2,0,0,0
"85",84,2,0,0,0
"86",85,2,0,0,0
"87",86,2,0,0,0
"88",87,2,0,0,0
"89",88,2,0,0,0
"90",89,2,0,0,0
"91",90,2,0,0,0
"92",91,2,0,0,0
"93",92,2,0,0,0
"94",93,2,0,0,0
"95",94,2,0,0,0
"96",95,2,0,0,0
"97",96,2,0,0,0
"98",97,2,0,0,0
"99",98,2,0,0,0
"100",99,2,0,0,0
"101",100,2,0,0,0
"102",101,2,0,0,0
"103",102,2,0,0,0
"104",103,2,0,0,0
"105",104,2,0,0,0
"106",105,2,0,0,0
"107",106,2,0,0,0
"108",107,2,0,0,0
"109",108,2,0,0,0
"110",109,2,0,0,0
"111",110,2,0,0,0
"112",111,2,0,0,0
"113",112,2,0,0,0
"114",113,2,0,0,0
"115",114,2,0,0,0
"116",115,2,0,0,0
"117",116,2,0,0,0
"118",117,2,0,0,0
"119",118,2,0,0,0
"120",119,2,0,0,0
"121",120,2,0,0,0
"122",121,2,0,0,0
"123",122,2,0,0,0
"124",123,2,0,0,0
"125",124,2,0,0,0
"126",125,2,0,0,0
"127",126,2,0,0,0
"128",127,2,0,0,0
"129",128,2,0,0,0
"130",129,2,0,0,0
"131",130,2,0,0,0
"132",131,2,0,0,0
"133",132,2,0,0,0
"134",133,2,0,0,0
"135",134,2,0,0,0
"136",135,2,0,0,0
"137",136,2,0,0,0
"138",137,2,0,0,0
"139",138,2,0,0,0
"140",139,2,0,0,0
"141",140,2,0,0,0
"142",141,2,0,0,0
"143",142,2,0,0,0
"144",143,2,0,0,0
"145",144,2,0,0,0
"146",145,2,0,0,0
"147",146,2,0,0,0
"148",147,2,0,0,0
"149",148,2,0,0,0
"150",149,2,0,0,0
"151",150,2,0,0,0
"152",151,2,0,0,0
"153",152,2,0,0,0
"154",153,2,0,0,0
"155",154,2,0,0,0
"156",155,2,0,0,0
"157",156,2,0,0,0
"158",157,2,0,0,0
"159",158,2,0,0,0
"160",159,2,0,0,0
"161",160,2,0,0,0
"162",161,2,0,0,0
"163",162,2,0,0,0
"164",163,2,0,0,0
"165",164,2,0,0,0
"166",165,2,0,0,0
"167",166,2,0,0,0
"168",167,2,0,0,0
"169",168,2,0,0,0
"170",169,2,0,0,0
"171",170,2,0,0,0
"172",171,2,0,0,0
"173",172,2,0,0,0
"174",173,2,0,0,0
"175",174,2,0,0,0
"176",175,2,0,0,0
"177",176,2,0,0,0
"178",177,2,0,0,0
"179",178,2,0,0,0
"180",179,2,0,0,0
"181",180,2,0,0,0
"182",181,2,0,0,0
"183",182,2,0,0,0
"184",183,2,0,0,0
"185",184,2,0,0,0
"186",185,2,0,0,0
"187",186,2,0,0,0
"188",187,2,0,0,0
"189",188,2,0,0,0
"190",189,2,0,0,0
"191",190,2,0,0,0
"192",191,2,0,0,0
"193",192,2,0,0,0
"194",193,2,0,0,0
"195",194,2,0,0,0
"196",195,2,0,0,0
"197",196,2,0,0,0
"198",197,2,0,0,0
"199",198,2,0,0,0
"200",199,2,0,0,0
"201",200,2,0,0,0
"202",201,2,0,0,0
"203",202,2,0,0,0
"204",203,2,0,0,0
"205",204,2,0,0,0
"206",205,2,0,0,0
"207",206,2,0,0,0
"208",207,2,0,0,0
"209",208,2,0,0,0
"210",209,2,0,0,0
"211",210,2,0,0,0
"212",211,2,0,0,0
"213",212,2,0,0,0
"214",213,2,0,0,0
"215",214,2,0,0,0
"216",215,2,0,0,0
"217",216,2,0,0,0
"218",217,2,0,0,0
"219",218,2,0,0,0
"220",219,2,0,0,0
"221",220,2,0,0,0
"222",221,2,0,0,0
"223",222,2,0,0,0
"224",223,2,0,0,0
"225",224,2,0,0,0
"226",225,2,0,0,0
"227",226,2,0,0,0
"228",227,2,0,0,0
"229",228,2,0,0,0
"230",229,2,0,0,0
"231",230,2,0,0,0
"232",231,2,0,0,0
"233",232,2,0,0,0
"234",233,2,0,0,0
"235",234,2,0,0,0
"236",235,2,0,0,0
"237",236,2,0,0,0
"238",237,2,0,0,0
"239",238,2,0,0,0
"240",239,2,0,0,0
"241",240,2,0,0,0
"242",241,2,0,0,0
